tube_assembly_id,quantity_component,component_id,component_type_id,component_type,connection_type_id,outside_shape,base_type,height_over_tube,bolt_pattern_long,bolt_pattern_wide,groove,base_diameter,shoulder_diameter,unique_feature,orientation,weight,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-18232,1.0,C-0054,CP-018,Boss,B-005,Round,Saddle,27.1,,,No,,,Yes,Yes,0.18,S-0026,2013-04-25,67,1,No,1,75.6525319519483
TA-18315,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0041,2014-03-25,748,50,No,50,13.6599099725689
TA-18380,2.0,C-0534,CP-018,Boss,B-005,Round,Saddle,21.6,,,No,,,Yes,Yes,0.217,S-0026,2013-05-06,500,1,No,1,21.6861503535997
TA-18537,1.0,C-0486,CP-018,Boss,B-004,Round,Shoulder,25.4,,,No,38.1,26.9,Yes,Yes,0.114,S-0026,2013-07-03,2,1,No,1,299.85867139987596
TA-18631,1.0,C-0678,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.11199999999999999,S-0054,2014-07-24,1,0,Yes,1,11.8682639395069
TA-18631,1.0,C-0678,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.11199999999999999,S-0054,2014-07-24,1,0,Yes,2,9.486821386244392
TA-18631,1.0,C-0678,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.11199999999999999,S-0054,2014-07-24,1,0,Yes,3,8.69949867295783
TA-18631,1.0,C-0678,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.11199999999999999,S-0054,2014-07-24,1,0,Yes,5,6.73814703738531
TA-18631,1.0,C-0678,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.11199999999999999,S-0054,2014-07-24,1,0,Yes,10,6.34309465121326
TA-18631,1.0,C-0678,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.11199999999999999,S-0054,2014-07-24,1,0,Yes,20,6.14278639906968
TA-18631,1.0,C-0678,CP-018,Boss,B-005,Round,Saddle,20.0,,,No,,,Yes,Yes,0.11199999999999999,S-0054,2014-07-24,1,0,Yes,50,5.8729266704873595
TA-18756,1.0,C-1417,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.034,S-0066,2011-08-01,262,30,No,30,14.2552706108845
TA-18786,1.0,C-1233,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.057999999999999996,S-0066,2011-08-01,146,1,No,1,5.80059313499107
TA-18861,2.0,C-0483,CP-018,Boss,B-004,Round,Saddle,12.0,,,No,,,No,Yes,0.08,S-0026,1997-10-20,200,5,No,5,9.91525848110704
TA-19276,1.0,C-1970,CP-018,Boss,B-004,Round,Saddle,16.0,,,No,,,No,Yes,0.032,S-0062,2011-04-04,174,1,No,1,2.69859728582318
TA-19570,1.0,C-0426,CP-018,Boss,B-004,Round,Shoulder,6.0,,,No,22.0,18.2,No,Yes,0.023,S-0026,1987-04-10,0,25,No,25,20.8876994040829
TA-19604,1.0,C-1970,CP-018,Boss,B-004,Round,Saddle,16.0,,,No,,,No,Yes,0.032,S-0062,1999-06-01,1000,1,No,1,5.19132220138769
TA-19622,1.0,C-1233,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.057999999999999996,S-0026,2011-05-02,10,5,No,5,35.3627526805139
TA-19638,1.0,C-1417,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.034,S-0026,2009-03-01,177,3,No,1,32.7086683396115
TA-19862,1.0,C-1233,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.057999999999999996,S-0026,2010-03-01,20,1,No,1,49.5929847598805
TA-20386,2.0,C-1919,CP-019,,B-012,,,35.0,58.72,30.18,No,,,No,Yes,1.96,S-0066,2011-08-01,350,20,No,20,18.993117185891602
TA-20459,1.0,C-1725,CP-018,Boss,B-005,Round,Saddle,23.11,,,No,,,No,Yes,0.24,S-0066,2008-03-01,5,0,Yes,1,407.08200953689794
TA-20459,1.0,C-1725,CP-018,Boss,B-005,Round,Saddle,23.11,,,No,,,No,Yes,0.24,S-0066,2008-03-01,5,0,Yes,2,222.765032856117
TA-20459,1.0,C-1725,CP-018,Boss,B-005,Round,Saddle,23.11,,,No,,,No,Yes,0.24,S-0066,2008-03-01,5,0,Yes,3,161.32604062918998
TA-20459,1.0,C-1725,CP-018,Boss,B-005,Round,Saddle,23.11,,,No,,,No,Yes,0.24,S-0066,2008-03-01,5,0,Yes,5,112.17540325946001
TA-20459,1.0,C-1725,CP-018,Boss,B-005,Round,Saddle,23.11,,,No,,,No,Yes,0.24,S-0066,2008-03-01,5,0,Yes,7,91.1152161938093
TA-20489,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-10-01,0,0,Yes,1,29.859839864680602
TA-20489,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-10-01,0,0,Yes,2,17.9999221023464
TA-20489,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-10-01,0,0,Yes,5,10.8834150331343
TA-20489,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-10-01,0,0,Yes,10,8.51031865704445
TA-20489,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-10-01,0,0,Yes,25,7.08868647863657
TA-20489,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-10-01,0,0,Yes,50,6.67972379717677
TA-20489,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-10-01,0,0,Yes,100,6.49332584032094
TA-20489,1.0,C-1536,CP-018,Boss,B-005,Round,Saddle,15.75,,,No,,,Yes,Yes,0.052000000000000005,S-0066,2013-10-01,0,0,Yes,250,6.38204347801895
TA-20869,1.0,C-1231,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.015,S-0066,2013-10-01,0,0,Yes,1,29.851493687508
TA-20869,1.0,C-1231,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.015,S-0066,2013-10-01,0,0,Yes,2,19.6608113597035
TA-20869,1.0,C-1231,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.015,S-0066,2013-10-01,0,0,Yes,5,13.5458455512094
TA-20869,1.0,C-1231,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.015,S-0066,2013-10-01,0,0,Yes,10,11.509378321083
TA-20869,1.0,C-1231,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.015,S-0066,2013-10-01,0,0,Yes,25,10.2852723357611
TA-20869,1.0,C-1231,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.015,S-0066,2013-10-01,0,0,Yes,50,9.945861130740079
TA-20869,1.0,C-1231,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.015,S-0066,2013-10-01,0,0,Yes,100,9.7900658235173
TA-20869,1.0,C-1231,CP-018,Boss,B-004,Round,Saddle,12.7,,,No,,,No,Yes,0.015,S-0066,2013-10-01,0,0,Yes,250,9.698257874618161
TA-21127,1.0,C-0432,CP-018,Boss,B-004,Round,Saddle,22.23,,,No,38.1,,No,Yes,0.063,S-0064,2002-10-09,179,1,No,1,7.58111093182286
